Taxon,Prefixed_Taxon,Dataset,Species,Category,Alt Name,Coverage
BKN025,BKN025,HapMap2, Z. mays spp. Mays,Landrace,,4.917718261
BKN026,BKN026,HapMap2, Z. mays spp. Mays,Landrace,,4.938436261
BKN027,BKN027,HapMap2, Z. mays spp. Mays,Landrace,,5.037449913
BKN029,BKN029,HapMap2, Z. mays spp. Mays,Landrace,,5.043832522
BKN030,BKN030,HapMap2, Z. mays spp. Mays,Landrace,,4.993302696
BKN031,BKN031,HapMap2, Z. mays spp. Mays,Landrace,,4.879178957
BKN032,BKN032,HapMap2, Z. mays spp. Mays,Landrace,,4.572093217
BKN033,BKN033,HapMap2, Z. mays spp. Mays,Landrace,,4.781128522
BKN034,BKN034,HapMap2, Z. mays spp. Mays,Landrace,,4.642919217
BKN035,BKN035,HapMap2, Z. mays spp. Mays,Landrace,,4.714626087
BKN040,BKN040,HapMap2, Z. mays spp. Mays,Landrace,,2.468612435
CAU178,CAU178,HapMap2, Z. mays spp. Mays, Improved,,5.365818804
CAU478,CAU478,HapMap2, Z. mays spp. Mays, Improved,,5.844522543
CAU5003,CAU5003,HapMap2, Z. mays spp. Mays, Improved,,6.022131696
CAUCHANG72,CAUCHANG72,HapMap2, Z. mays spp. Mays, Improved,,6.018374783
CAUMo17,CAUMo17,HapMap2, Z. mays spp. Mays, Improved,,7.218243304
CAUZHENG58,CAUZHENG58,HapMap2, Z. mays spp. Mays, Improved,,5.70542225
CML103,CML103,HapMap2, Z. mays spp. Mays, Improved,,2.704472563
CML133,CML133,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML192,CML192,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML202,CML202,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML206,CML206,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML228,CML228,HapMap2, Z. mays spp. Mays, Improved,,2.705320167
CML247,CML247,HapMap2, Z. mays spp. Mays, Improved,,2.399773426
CML277,CML277,HapMap2, Z. mays spp. Mays, Improved,,2.331703059
CML312SR,CML312SR,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML322,CML322,HapMap2, Z. mays spp. Mays, Improved,,2.559669155
CML330,CML330,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML333,CML333,HapMap2, Z. mays spp. Mays, Improved,,3.460636619
CML341,CML341,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML411,CML411,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML418,CML418,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML479,CML479,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML504,CML504,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML505,CML505,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML511,CML511,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML52,CML52,HapMap2, Z. mays spp. Mays, Improved,,3.590087875
CML69,CML69,HapMap2, Z. mays spp. Mays, Improved,,4.105216428
CML84,CML84,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML85,CML85,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML96,CML96,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
CML99,CML99,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
H16,H16,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
HP301,HP301,HapMap2, Z. mays spp. Mays, Improved,,3.341775805
Il14H,Il14H,HapMap2, Z. mays spp. Mays, Improved,,3.742319997
Ki11,Ki11,HapMap2, Z. mays spp. Mays, Improved,,2.853397266
KI3,KI3,HapMap2, Z. mays spp. Mays, Improved,,4.273834226
Ky21,Ky21,HapMap2, Z. mays spp. Mays, Improved,,2.147727431
M162W,M162W,HapMap2, Z. mays spp. Mays, Improved,,2.889145711
M37W,M37W,HapMap2, Z. mays spp. Mays, Improved,,2.722712899
Mo17,Mo17,HapMap2, Z. mays spp. Mays, Improved,,3.217870797
MO18W,MO18W,HapMap2, Z. mays spp. Mays, Improved,,2.780120482
Ms71,Ms71,HapMap2, Z. mays spp. Mays, Improved,,3.813500607
NC350,NC350,HapMap2, Z. mays spp. Mays, Improved,,2.122891828
NC358,NC358,HapMap2, Z. mays spp. Mays, Improved,,2.074778043
Oh43,Oh43,HapMap2, Z. mays spp. Mays, Improved,,18.46909499
Oh7B,Oh7B,HapMap2, Z. mays spp. Mays, Improved,,3.525503858
P1,P1,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
P39,P39,HapMap2, Z. mays spp. Mays, Improved,,3.414050882
TDD39103,TDD39103,HapMap2,Tripsacum dactyloides,Gamma Grass,,11.30432061
TIL01,TIL01,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,3.526127632
TIL02,TIL02,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,1.211997214
TIL03,TIL03,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,2.9206964
TIL04-TIP285,TIL04-TIP285,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,1.007974727
TIL04-TIP454,TIL04-TIP454,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,4.089944929
TIL05,TIL05,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,5.145258678
TIL06-TIP260,TIL06-TIP260,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,4.60900183
TIL06-TIP496,TIL06-TIP496,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,2.856568497
TIL07,TIL07,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,3.393556494
TIL08,TIL08,HapMap2,Z. mays ssp. mexicana,Mexicana,,4.08182472
TIL09,TIL09,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,4.079080657
TIL10,TIL10,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,3.679922247
TIL11,TIL11,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,1.892487697
TIL12,TIL12,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,1.886759478
TIL14-TIP498,TIL14-TIP498,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,3.635117843
TIL15,TIL15,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,5.360152254
TIL16,TIL16,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,3.264584758
TIL17,TIL17,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,3.298060511
TIL25-TIP489,TIL25-TIP489,HapMap2,Z. mays ssp. parviglumis,Parviglumis,,8.154090609
Tx303,Tx303,HapMap2, Z. mays spp. Mays, Improved,,4.857072579
Tzi8,Tzi8,HapMap2, Z. mays spp. Mays, Improved,,2.36917992
VL0512447,VL0512447,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
VL05128,VL05128,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
VL054178,VL054178,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
VL05610,VL05610,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
VL056883,VL056883,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
VL062784,VL062784,HapMap2, Z. mays spp. Mays, Improved,,3.043478191
W22,W22,HapMap2, Z. mays spp. Mays, Improved,,4.049351903
W64A,W64A,HapMap2, Z. mays spp. Mays, Improved,,17.07103356
A272,A272,HapMap2 extra, Z. mays spp. Mays, Improved,,10.71047149
CML103,CML103,HapMap2 extra, Z. mays spp. Mays, Improved,,8.052533573
CML103-run248,CML103-run248,HapMap2 extra, Z. mays spp. Mays, Improved,,16.37841487
CML228,CML228,HapMap2 extra, Z. mays spp. Mays, Improved,,4.73478199
CML247,CML247,HapMap2 extra, Z. mays spp. Mays, Improved,,6.051898553
CML277,CML277,HapMap2 extra, Z. mays spp. Mays, Improved,,7.424531986
CML322,CML322,HapMap2 extra, Z. mays spp. Mays, Improved,,5.62682246
CML333,CML333,HapMap2 extra, Z. mays spp. Mays, Improved,,9.294883312
CML52,CML52,HapMap2 extra, Z. mays spp. Mays, Improved,,10.31516002
CML69,CML69,HapMap2 extra, Z. mays spp. Mays, Improved,,41.968644
HP301,HP301,HapMap2 extra, Z. mays spp. Mays, Improved,,8.306599879
Il14H,Il14H,HapMap2 extra, Z. mays spp. Mays, Improved,,5.196586362
Ki11,Ki11,HapMap2 extra, Z. mays spp. Mays, Improved,,5.978235814
Ki21,Ki21,HapMap2 extra, Z. mays spp. Mays, Improved,,8.9332506
KI3,KI3,HapMap2 extra, Z. mays spp. Mays, Improved,,18.73457886
Ky21,Ky21,HapMap2 extra, Z. mays spp. Mays, Improved,,6.480140193
L578,L578,HapMap2 extra, Z. mays spp. Mays, Improved,,6.172801743
M162W,M162W,HapMap2 extra, Z. mays spp. Mays, Improved,,6.570927786
M37W,M37W,HapMap2 extra, Z. mays spp. Mays, Improved,,20.86754006
MM-1A,MM-1A,HapMap2 extra, Z. mays spp. Mays, Improved,,27.05791466
Mo17,Mo17,HapMap2 extra, Z. mays spp. Mays, Improved,,13.98181635
MO18W,MO18W,HapMap2 extra, Z. mays spp. Mays, Improved,,9.002308019
Ms71,Ms71,HapMap2 extra, Z. mays spp. Mays, Improved,,10.00800868
N6,N6,HapMap2 extra, Z. mays spp. Mays, Improved,,12.75267716
NC350,NC350,HapMap2 extra, Z. mays spp. Mays, Improved,,6.282138101
NC358,NC358,HapMap2 extra, Z. mays spp. Mays, Improved,,5.239182526
Oh40B,Oh40B,HapMap2 extra, Z. mays spp. Mays, Improved,,8.047419079
Oh43,Oh43,HapMap2 extra, Z. mays spp. Mays, Improved,,6.714414549
Oh7B,Oh7B,HapMap2 extra, Z. mays spp. Mays, Improved,,5.058721021
P39,P39,HapMap2 extra, Z. mays spp. Mays, Improved,,5.119273113
RIMMA0438.1,RIMMA0438.1,HapMap2 extra, Z. mays spp. Mays,landrace,,36.87369212
TIL01-JD,TIL01-JD,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,11.84911721
TIL03,TIL03,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,12.13262728
TIL05,TIL05,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,12.53513485
TIL09,TIL09,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,9.652647375
TIL10,TIL10,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,18.14189513
TIL11,TIL11,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,12.51893612
TIL15,TIL15,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,19.78169487
TIL25-TIP489,TIL25-TIP489,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,9.808868642
TIP-498.2,TIP-498.2,HapMap2 extra,Z. mays ssp. parviglumis,Parviglumis,,9.771291899
Tx303,Tx303,HapMap2 extra, Z. mays spp. Mays, Improved,,4.24297111
Tx601,Tx601,HapMap2 extra, Z. mays spp. Mays, Improved,,10.9456792
Tzi8,Tzi8,HapMap2 extra, Z. mays spp. Mays, Improved,,6.509256953
W22,W22,HapMap2 extra, Z. mays spp. Mays, Improved,,16.24180499
